OBJECTID,contract_number,contract_description,contractor_id,contractor_name,contract_status,contract_type,contract_subtype,last_modified,original_amount,revised_amount,vendor_id,vendor_name,objectid_1,aging,,,
3760,91400209,ROOF AT STATION 4                                 ,12673,"REED, MELISA BUTLER",CLOSED,CON  (CONSTUCT/R),,2014/05/21 00:00:00+00,37450,37450,18205,"SPARTAN ROOFING CO., INC.",3759,61-90,,,
3761,92100355,FY 21 GUARDRAIL MAINTENANCE                       ,35619,WYATT GRANT,CLOSED,GS   (GEN SERV),,2022/02/22 00:00:00+00,60054.15,54203.5,19978,"BULLINGTON CONSTRUCTION, INC.",3760,31-60,,,
3762,92100088,PARKING GARAGE CALL CENTER SERVICES               ,16938,"A SANI-CAN SERVICE, INC.",POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,25250,65750,26948,PARKER TECHNOLOGY LLC,3761,61-90,,,
3763,91600173,MULTI YR FLOOD WARNING SYSTEM MAINTENANCE CONTRACT,29431,SAMEIS HOLDINGS LLC,CLOSED,PRO  (PRO SERVIC),,2021/06/14 00:00:00+00,29800,6840,7724,DISTINCTIVE AFWS DESIGNS,3762,90+,,,
3764,91700211,ASHEVILLE DESIGN CENTER OUTDOOR EXPERIENC FY 15-16,31411,F C MCCOLM CONSULTING LLC,CLOSED,GS   (GEN SERV),STRATEGIC PARTNER,2017/06/07 00:00:00+00,4000,4000,9235,"ASHEVILLE DESIGN CENTER, INC.",3763,Current,,,
3765,92000435,CLEANING / MAINT WATER TANKS                      ,21,ANDY OXY COMPANY INC,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,48445,56420,22201,"SE DIVING SERVICES, LLC",3764,31-60,,,
3766,91900190,FIRE STATION 4 BUILDING ENCLOSURE ASSESSMENT      ,9099,WILLIAM LEE CLARKE,CLOSED,PRO  (PRO SERVIC),,2019/04/04 00:00:00+00,3500,3500,29523,"TERRACON CONSULTANTS, INC",3765,31-60,,,
3767,92000197,BYPASS MOBILE SOFTWARE LICENSE FOR FOOD AND BEVERA,28569,CALIBRE SYSTEMS INC,CLOSED,GS   (GEN SERV),,2021/03/23 00:00:00+00,24036,48072,30302,"BYPASS MOBILE, LLC",3766,61-90,,,
3768,91700178,WATER CAPACITY FEE ANALYSIS                       ,12819,W.K. DICKSON & CO. INC.,CLOSED,GS   (GEN SERV),,2017/05/10 00:00:00+00,17505,17500,11194,"RAFTELIS FINANCIAL CONSULTANTS, INC.",3767,90+,,,
3769,91100201,GAS LINE & PIPE FOR BEAVERDAM PUMP STATION        ,18553,"DEANGELO BROTHERS, INC.",CLOSED,GENERAL,,2010/07/19 00:00:00+00,2215.49,2215.49,9222,FERRELL GAS,3768,31-60,,,
3770,91000176,FABRICATION AND INSTALLATION OF METER POLES N PACK,12340,CLEAR SITE INDUSTRIAL,CLOSED,GS   (GEN SERV),,2010/01/21 00:00:00+00,1155,1155,8643,VALLEYCREST LANDSCAPE DEVELOPM,3769,31-60,,,
3771,91400200,MCCORMICK FIELD LOCKER ROOM ROOF                  ,5720,JUDY EUBANKS,CLOSED,CON  (CONSTUCT/R),,2014/05/21 00:00:00+00,13850,13850,18205,"SPARTAN ROOFING CO., INC.",3770,Current,,,
3772,91500317,DESIGN/DOCS PHASE 1 MONTFORD COMPLEX              ,8966,"PHILLIPS & JORDAN, INC.",CLOSED,PRO  (PRO SERVIC),,2019/11/11 00:00:00+00,60000,125140.65,18326,"SITE DESIGN STUDIO, PLLC",3771,90+,,,
3773,91200285,ARMED SECURITY SERVICES FOR CITY HALL             ,10987,COTTENWOOD CAFE,CLOSED,GS   (GEN SERV),,2015/09/29 00:00:00+00,40761.3,150763.07,21842,"S & S MANAGEMENT GROUP, LLC",3772,61-90,,,
3774,91100390,"REINSTALL BRICKS, PLAQUES ETC. AT PACK SQ. PARK   ",36014,THE HAYWOOD STREET CONGREGATION,CLOSED,GS   (GEN SERV),,2011/07/20 00:00:00+00,6500,6500,585,CAROLINA CORNERSTONE CONSTRUCT,3773,Current,,,
3775,91700138,WEST-NEXT GENERATION NETWORK: HIGH SPEED INTERNET ,36667,TDA CONSULTING,CLOSED,GS   (GEN SERV),,2016/12/22 00:00:00+00,11893,0,15822,LAND OF SKY ADVISORY GROUP,3774,Current,,,
3776,91900421,EVNT PROD AG WITH AVL-BUNCOMBE CNTY MEMORIAL DAY  ,16373,JENNIFER GREER FARES,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,4500,4500,14060,COUNTY OF BUNCOMBE,3775,61-90,,,
3777,91700205,MY DADDY TAUGHT ME THAT SPF GRANT FY 16-17        ,7065,B & S STORAGE ON WHEELS,CLOSED,GS   (GEN SERV),STRATEGIC PARTNER,2018/08/07 00:00:00+00,20000,20000,25937,KL TRAINING SOLUTIONS,3776,61-90,,,
3778,91600216,WTP EVALUATION OF CORROSION CONTROL & STABILITY   ,6653,MICHAEL RYMELL,CLOSED,PRO  (PRO SERVIC),,2017/05/10 00:00:00+00,29109,28856.3,5778,BROWN AND CALDWELL,3777,61-90,,,
3779,91100538,OUTSIDE AGENCY GRANT ONE YOUTH AT A TIME          ,10437,POMODORUS INC.,CLOSED,GS   (GEN SERV),,2011/09/14 00:00:00+00,5600,5600,1983,ONE YOUTH AT A TIME,3778,1-30,,,
3780,91600264,CATERING AGREEMENT FOR EMPLOYEE PICNIC            ,15259,"MARTIN/ALEXIOU/BRYSON, PC",CLOSED,GS   (GEN SERV),,2016/06/10 00:00:00+00,5920,5920,11852,MAMACITAS,3779,Current,,,
3781,91100847,"BUS BID EVALUATOR FOR FBR-800-11,DIESEL,HYBRID,CNG",33557,TROY SAMUEL TOBE,CLOSED,GS   (GEN SERV),,2012/08/30 00:00:00+00,1282,1282,12015,"ASHFORD, JOHN",3780,31-60,,,
3782,91100506,SHREDDING FROM CITY HALL 7TH AND 8TH FLOORS       ,10885,"BARTOSZ, MICHAEL",CLOSED,GENERAL,,2012/06/26 00:00:00+00,2400,1954.48,6072,"AMERICAN SECURITY SHREDDING, I",3781,90+,,,
3783,91500094,BUS TRANSPORTATION FOR REC. YOUTH PROGRAM FY15    ,13266,"STRATEGIC WORKPLACE SOLUTIONS, INC.",CLOSED,GS   (GEN SERV),,2016/03/17 00:00:00+00,20000,20000,891,EMMA BUS LINES,3782,31-60,,,
3784,91100488,"SUPPLY/INSTALL FILTER CONTROL VALVES, ETC.        ",33597,INTERNATIONAL PUBLIC SAFETY DTA INSTITUTE,CLOSED,GS   (GEN SERV),,2010/11/17 00:00:00+00,19200,21050,8922,AQUATIC RESOURCE GROUP,3783,31-60,,,
3785,91400306,GUTTERS STEPHENS LEE                              ,27150,THE PALMER COMPANY INC,CLOSED,CON  (CONSTUCT/R),,2015/06/17 00:00:00+00,10000,10000,18205,"SPARTAN ROOFING CO., INC.",3784,90+,,,
3786,91800040,CONCRETE MAINTENANCE AND ADA IMPROVEMENTS FY 17-18,5440,MADISON COUNTY,CLOSED,CON  (CONSTUCT/R),,2019/05/02 00:00:00+00,255593.25,255593.25,16673,"APPALACHIAN PAVING AND CONCRETE, INC.",3785,Current,,,
3787,91600217,WM. DEBRUHL WTP BULK CAUSTIC TANK REPLACE & HYPO  ,2418,S&ME,CLOSED,PRO  (PRO SERVIC),,2018/05/24 00:00:00+00,62800,84473.71,21083,"GHD CONSULTING SERVICES, INC.",3786,90+,,,
3788,91200224,3RD IS DEPT AREA COMPLETION                       ,14480,"ECIVIS, INC.",CLOSED,GS   (GEN SERV),,2012/06/26 00:00:00+00,15408.18,22459.38,2959,PROFESSIONAL BUSINESS INTERIOR** DO NOT USE**,3787,Current,,,
3789,91200316,"NCDOT PROJECT U-3601, OLD PO 92491                ",8578,SHANNON CASSON,CLOSED,CON  (CONSTUCT/R),,2014/05/06 00:00:00+00,9234.49,0,1881,NC DEPT OF TRANSPORTATION,3788,90+,,,
3790,91000470,"FY10 CSI - SANITATION, APD &  NICE 2-MO'S, UPPERWF",14922,ROBERT L. SIMMONS,CLOSED,GS   (GEN SERV),,2019/03/27 00:00:00+00,3500,11817.62,27632,MOBILE COMMUNICATIONS AMERICA INC,3789,61-90,,,
3791,91300184,ADA AUDIT & TRANSITION PLAN FOR PARKS             ,29023,"CRAFT HR SOLUTIONS, LLC",CLOSED,PRO  (PRO SERVIC),,2014/06/17 00:00:00+00,84477,81556,15444,"RECREATION ACCESSIBILITY, LLC.",3790,Current,,,
3792,91200158,REFINISH SEATING AT REID CENTER                   ,2959,PROFESSIONAL BUSINESS INTERIOR** DO NOT USE**,CLOSED,GS   (GEN SERV),,2011/10/12 00:00:00+00,12546,12546,12722,"P.I.P.S. INSTALLATION, INC.",3791,1-30,,,
3793,91800168,FY 17/18 PROPANE FOR PUMPS AND RESERVOIRS         ,357,BUNCOMBE COUNTY JR MISS SCHOLARSHIP PROGRAM,CLOSED,GS   (GEN SERV),,2020/06/15 00:00:00+00,25000,9315.56,8768,SOUTHERN STATES COOPERATIVE,3792,Current,,,
3794,92000195,WATER TREATMENT FOR CHILLER                       ,10020,"HARRIS, SHEEVA K.",POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,8100,13200,696,CHEMSEARCH DIVISION OF NCH CORP,3793,61-90,,,
3795,91800204,HOMEWARD BOUND AHOPE COORDINATED FY 17-18         ,9086,WIBBY ENVIRONMENTAL,CLOSED,HUD (GEN SERV-HUD),CDBG,2018/08/07 00:00:00+00,49643,49643,1211,HOMEWARD BOUND,3794,61-90,,,
3796,91000644,OUTDOOR PROGRAMMING                               ,17803,LIME ENERGY SERVICES CO.,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,1150,1150,9241,DANIEL A. KEITH,3795,31-60,,,
3797,92100240,GRIFFING BLVD PROJECT                             ,11157,"US SECURITY ASSOCIATES, INC.",CLOSED,CON  (CONSTUCT/R),,2021/05/20 00:00:00+00,16380,16380,11623,"MOUNTAIN UNDERGROUND, INC.",3796,90+,,,
3798,91700046,JOB ADVERTISING                                   ,26859,CHA CONSULTING INC,CLOSED,GS   (GEN SERV),,2019/08/02 00:00:00+00,10000,23418,20526,IHEARTMEDIA AND ENTERTAINMENT INC.,3797,1-30,,,
3799,92100184,PISGAH LEGAL COVID-19 EVICTION PREVENTION         ,1765,MARTIN-MCGILL INC,CLOSED,HUD (GEN SERV-HUD),CDBG,2021/08/09 00:00:00+00,199500,199500,2037,PISGAH LEGAL SERVICES,3798,1-30,,,
3800,91000514,                                                  ,11210,"TOWN SQUARE WEST, LLC",CLOSED,GENERAL,,2010/04/22 00:00:00+00,704.7,704.7,4359,RSC EQUIPMENT RENTAL,3799,31-60,,,
3801,91300190,ASHEVILLE CHAMBER OF COMMERCE OUTSIDE AG EDC 12-13,31745,AUTISON INC.,CLOSED,GS   (GEN SERV),,2012/12/12 00:00:00+00,60000,60000,35,ASHEVILLE CHAMBER OF COMMERCE,3800,31-60,,,
3802,91500209,REPLACE FIDDLE & QUILT SCULPTURE - URBAN TRAIL 13 ,30820,PAYMENTUS CORPORATION,CLOSED,GS   (GEN SERV),,2015/08/04 00:00:00+00,15000,15000,1966,SAMUEL RALPH OWEN,3801,Current,,,
3803,91400081,FIRE STATION 6 HVAC REPLACEMENT                   ,10981,"SUNDANCE POWER SYSTEMS, INC.",CLOSED,CON  (CONSTUCT/R),,2013/07/29 00:00:00+00,5938,5938,2152,R & W INC,3802,90+,,,
3804,91100704,PAINTING OF RM 209 OF CH ELEV LOBBY AND INTER ELEV,21083,"GHD CONSULTING SERVICES, INC.",CLOSED,GS   (GEN SERV),,2012/06/26 00:00:00+00,1000,22940,10873,WILLIAM A STEWART SUPERIOR PAINTING INC.,3803,90+,,,
3805,91100720,MEGAN ELIZABETH SMITH                             ,2037,PISGAH LEGAL SERVICES,CLOSED,GS   (GEN SERV),,2011/06/08 00:00:00+00,300,262.5,11613,"SMITH, MEGAN ELIZABETH",3804,1-30,,,
3806,91700204,RADIO DISPATCHERS PER ADD. 2 TO INTERGOVT AGRMT   ,29431,SAMEIS HOLDINGS LLC,CLOSED,GS   (GEN SERV),,2017/08/10 00:00:00+00,194461,201196.46,416,BUNCOMBE COUNTY FINANCE DEPT,3805,Current,,,
3807,91000244,PARTS & LABOR TO REPAIR BLACK 99 GMC SUBURBAN     ,10485,"PATTON CONSTRUCTION GROUP, INC.",CLOSED,GENERAL,,2010/08/19 00:00:00+00,1285.56,1285.56,1316,HARRYS CADILLAC-PONTIAC-GMC,3806,61-90,,,
3808,92100331,PUBLIC ART FOR TRANSIT STATION                    ,3455,IBM CORPORATION,CLOSED,GS   (GEN SERV),,2021/04/01 00:00:00+00,5000,5000,35619,WYATT GRANT,3807,31-60,,,
3809,91000422,LANDSCAPE INSTALLATION BEAVERDAM/DOVER            ,11519,"HOUGHTALING, PAUL KEVIN",CLOSED,GS   (GEN SERV),,2010/03/24 00:00:00+00,7000,7000,8070,SUMMIT LANDSCAPE & NURSERY,3808,31-60,,,
3810,91600249,"NF AND WD DAMS, EAP, TABLE TOP REVIEW             ",2107,POM INCORPORATED,CLOSED,PRO  (PRO SERVIC),,2016/08/12 00:00:00+00,29850,29850,4596,SCHNABEL ENGINEERING SOUTH PC,3809,61-90,,,
3811,91500098,FY15 ADECCO CONTRACTED IT EMPLOYEES               ,28417,GENTRY HEATING LLC,CLOSED,GS   (GEN SERV),,2016/06/23 00:00:00+00,95000,95000,147,ADECCO TEMPORARY SERVICES INC,3810,31-60,,,
3812,91000163,"TO INCREASE CONTRACT AMOUNT BY $25,000            ",9047,DALTON'S LAWN & LANDSCAPING,CLOSED,GENERAL,,2010/09/08 00:00:00+00,16817,41817,2340,SKYLAND VOLUNTEER FIRE DEPT,3811,1-30,,,
3813,91700280,YEARLY CONTRACT FOR FBR/MPO-MOU FROM ALL REGIONS  ,34326,FUSIONSITE ASHEVILLE,CLOSED,GS   (GEN SERV),,2018/06/28 00:00:00+00,18000,14980.78,1535,LAND-OF-SKY REGIONAL COUNCIL,3812,31-60,,,
3814,91100533,ANIMAL CONTROL VAN #A103 RETROFIT                 ,17188,"NEXTBUS, INC.",CLOSED,GENERAL,,2010/10/29 00:00:00+00,4715,4715,9088,"RUSSELL'S PAINT AND BODY, LLC",3813,90+,,,
3815,92200206,ANNUAL BUS PASSES FOR ART PASSENGERS FOR 2022     ,8699,SIGMA NU FRATERNITY MU ETA,CREATED,GS   (GEN SERV),,2021/10/20 00:00:00+00,,,16143,"CLARK'S PRINTING SERVICE, INC.",3814,1-30,,,
3816,91500168,ADVERTISING FOR CITY JOBS                         ,10639,NON PROFIT CONSULTING TEAM,CLOSED,GS   (GEN SERV),,2018/06/07 00:00:00+00,7954,15460,8756,SCREENVISION DIRECT,3815,1-30,,,
3817,91200318,CONVERTING FROM PO 101070 ALOFT PARKING DECK      ,38555,ECO-COMPTEUR INC,CLOSED,PRO  (PRO SERVIC),,2012/11/20 00:00:00+00,29467.55,0,8777,"MCKIBBON HOTEL GROUP,INC.",3816,90+,,,
3818,91700165,DEMOLITION OF BUILDING & APPURTENANCES & ASBESTOS ,10355,"NORSEMAN ENVIRONMENTAL SALES, LLC.",CLOSED,CON  (CONSTUCT/R),,2017/04/03 00:00:00+00,90000,76062,5260,"B ALLEN CONSTRUCTION, INC.",3817,1-30,,,
3819,91800346,MOUNTAIN HOUSING OPPORTUNTIES DPA FY 17-18        ,11569,"NORTON, MICHAELLE A.",POSTED,HUD (GEN SERV-HUD),HOME,2021/08/20 00:00:00+00,42435,42435,1736,MOUNTAIN HOUSING OPPORTUNITIES,3818,31-60,,,
3820,91700198,FIBER INSTALL AT SKYLAND                          ,8573,LAURA REED & DEEP POCKET,CLOSED,GS   (GEN SERV),,2017/06/23 00:00:00+00,7343.95,7343.95,13095,MC COMMUNICATIONS INC.,3819,1-30,,,
3821,91600136,RIGHT OF WAY ACQUISITION SERVICES FOR RADTIP      ,11941,"ADAMS, ROBERT",POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,240000,275000,17548,"GULF COAST, LLC",3820,90+,,,
3822,91400220,HENDERSONVILLE ROAD WATER LINE CONSOLIDATION PROJ ,36673,"MARATHON HEALTH PARENT, LLC",CLOSED,CON  (CONSTUCT/R),,2015/03/19 00:00:00+00,485393,529178.08,589,COOPER CONSTRUCTION INC,3821,Current,,,
3823,91100682,JUAN GERMAINE WEAVER                              ,526,COCA COLA BOTTLING,CLOSED,GENERAL,,2011/06/03 00:00:00+00,500,112.5,11539,"WEAVER, JUAN GERMAINE",3822,90+,,,
3824,91200157,TESTING CONCRETE/MASONRY @ CIVIC CENTER           ,11019,LIFEWAY RIDGECREST CONFERENCE CENTER,CLOSED,PRO  (PRO SERVIC),,2013/04/12 00:00:00+00,6000,4645.98,12332,"WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS, INC.",3823,31-60,,,
3825,91100187,BC 10 TALENT BUYER-HEADLINEERS                    ,11613,"SMITH, MEGAN ELIZABETH",CLOSED,GS   (GEN SERV),,2010/07/16 00:00:00+00,3650,3650,586,"MOORE ENTERTAINMENT, INC.",3824,90+,,,
3826,92100077,EMERGENCY GENERATOR RENTAL                        ,15786,"ATLANTIC EMERGENCY SOLUTIONS, INC.",CLOSED,GS   (GEN SERV),,2021/02/24 00:00:00+00,9642.83,9052.4,238,"UNITED RENTALS(NORTH AMERICA),INC",3825,90+,,,
3827,91000593,WORKSHOP FOR SUMMER PLAYGROUND TRAINING           ,33280,"GARRISON ENTERPRISE, INC.",CLOSED,PRO  (PRO SERVIC),,2010/06/03 00:00:00+00,800,800,10507,"LEADING TO CHANGE, INC.",3826,Current,,,
3828,91000565,INFILTRATION TESTING AND SAMPLING SERVICES        ,32306,EXLY  LEWIS,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,4352,4352,4575,BUNNELL-LAMMONS ENGINEERING,3827,61-90,,,
3829,91100470,                                                  ,32613,IBI GROUP,CLOSED,GENERAL,,2010/09/29 00:00:00+00,54,54,11164,"BOSEMAN, DYSHANNA",3828,61-90,,,
3830,91000511,SOIL SAMPLING AND RECOMMENDATIONS                 ,17974,"DIRECT ENERGY MARKETING, INC.",CLOSED,GS   (GEN SERV),,2010/04/21 00:00:00+00,1895,1895,3261,FROEHLING & ROBERTSON INC,3829,1-30,,,
3831,91100064,BC HEADLINER - BOMSHEL                            ,29595,PIEDMONT SERVICE CORPORATION,CLOSED,ENT  (ENTERTAIN),,2010/07/01 00:00:00+00,7500,7500,10701,"ACCELERATION TOURING, INC.",3830,Current,,,
3832,91800074,NEP AREA 1 PH 2 WATER DISTRIBUTION SYSTEMS PROJ   ,178,AIR CLEANING SPECIALISTS INC,CLOSED,CON  (CONSTUCT/R),,2021/05/26 00:00:00+00,2383610,2271464.48,11334,"T&K UTILITIES, INC.",3831,1-30,,,
3833,91000587,CHANGE ORDER TO PO 71920                          ,18265,"PIEDMONT MEDIAWORKS, INC.",CLOSED,PRO  (PRO SERVIC),,2010/06/01 00:00:00+00,6200,6200,7873,HIGHWATER CLAYS,3832,Current,,,
3834,91900254,REPAIR/REPLACEMENT OF POOL FLOOR - MALVERN POOL   ,10814,COTTON GRAPHICS,CLOSED,CON  (CONSTUCT/R),,2019/07/17 00:00:00+00,70275,76040,13352,"LEGACY COMMERCIAL POOL SERVICES, INC.",3833,61-90,,,
3835,91400166,CONCRETE REPAIR - UTILITY CUTS                    ,30697,"DUKE ENERGY PROGRESS, LLC",CLOSED,CON  (CONSTUCT/R),,2015/05/19 00:00:00+00,414322,414321.69,16673,"APPALACHIAN PAVING AND CONCRETE, INC.",3834,90+,,,
3836,91100212,MOUNTAIN VALLEY SPRING WATER- SERVICE FOR THE CITY,3179,MATTHEW CHARLES JACOBS,CLOSED,GS   (GEN SERV),,2019/03/27 00:00:00+00,672,672,1764,MOUNTAIN VALLEY SPRING WATER,3835,90+,,,
3837,91700152,REQUEST OF DUKE ENERGY TO HIRE WGLA-REVIEW FBR GRE,15280,HAYWOOD COUNTY TAX COLLECTOR,CLOSED,PRO  (PRO SERVIC),,2017/06/09 00:00:00+00,968,968,1586,"WGLA ENGINEERING, PLLC",3836,1-30,,,
3838,91300249,PREPARE CONSTRUCTION DESIGN DOCS FOR RESURFAC     ,4077,SNOW CREEK LANDSCAPING LLC,CLOSED,PRO  (PRO SERVIC),,2019/06/13 00:00:00+00,7500,99614.88,10927,CIVIL DESIGN CONCEPTS PA,3837,31-60,,,
3839,92000153,VEHICLE REPAIRS FOR WATER DEPARTMENT              ,7213,"PARTNERS UNLIMITED,INC,",CLOSED,GS   (GEN SERV),,2020/06/17 00:00:00+00,35785.85,33447.06,30956,DIESEL POWER TRUCK CTR,3838,31-60,,,
3840,91200350,CARPET GASHES CK PARKS & REC OFFICE               ,35087,"JOE JOHNSON EQUIPMENT, LLC",CLOSED,GS   (GEN SERV),,2014/05/20 00:00:00+00,12883.42,12883.42,2959,PROFESSIONAL BUSINESS INTERIOR** DO NOT USE**,3839,90+,,,
3841,91100693,HOOF CARE ON EQUID COLLECTION AT NATURE CENTER    ,7207,INHYUCK HA,CLOSED,GS   (GEN SERV),,2019/03/27 00:00:00+00,2000,2000,7820,BRET MATTHEW MOORE DBA,3840,Current,,,
3842,91100434,REPAIR OF TELESCOPING SLUDGE VALVE- MILLS RIVER   ,36503,HID GLOBAL CORPORATION,CLOSED,GENERAL,,2010/09/17 00:00:00+00,3448,3448,2664,THE PERKINSON COMPANY,3841,Current,,,
3843,91500032,CENTRAL STATION MONITORING FY                     ,34962,SWIM CLUB MANAGEMENT GROUP OF CHARLOTTE,CLOSED,GS   (GEN SERV),,2018/05/15 00:00:00+00,9060,27145,190,ALARM SERVICES OF ASHEVILLE INC.,3842,1-30,,,
3844,92000097,GBTB-COMM. SUMMER DAY CAMP FY 19-20               ,7085,YO MAMA'S BIG FAT BOOTY BAND,CLOSED,GS   (GEN SERV),,2020/06/15 00:00:00+00,3167,3167,8976,"GETTING BACK TO THE BASICS, INC.",3843,61-90,,,
3845,91100268,BC10 STAGE CREW                                   ,12250,"JGB INDUSTRIES, INC.",CLOSED,GS   (GEN SERV),,2010/07/30 00:00:00+00,630,630,9100,KELLEN ROBINSON BEWSEY,3844,Current,,,
3846,92000188,460 1/2 BOOKER STREET-SECURE PROPERTY             ,9022,MERCURY COMMERCE-ESM SOLUTIONS,CLOSED,GS   (GEN SERV),,2020/05/01 00:00:00+00,1420,1420,32306,EXLY  LEWIS,3845,Current,,,
3847,91100635,SERVICE DUMPSTER BESIDE GARAGE                    ,37340,"WP SKYLAND MF-NC OWNER, LLC",CLOSED,GS   (GEN SERV),,2012/06/28 00:00:00+00,900,0,11254,WASTE PRO,3846,Current,,,
3848,92100083,NCDOT AGREEMENT TRAFFIC REVIEW/INSPECTION 9405    ,35638,"SENSEMETRICS,INC",CLOSED,GS   (GEN SERV),,2021/05/14 00:00:00+00,5000,5000,1881,NC DEPT OF TRANSPORTATION,3847,90+,,,
3849,91000515,CLINGMAN AVENUE / HAYWOOD ROAD STREETSCAPE        ,18183,"NUOVO ENERGY SOLUTIONS, LLC",CLOSED,CON  (CONSTUCT/R),,2012/06/27 00:00:00+00,503827,714469.66,9262,"MOORE & SONS SITE CONTRACTORS, INC.",3848,1-30,,,
3850,91200219,PHYSICALS FOR FIREFIGHTERS                        ,24301,"THE THREE RING BREWING CO., LLC",CLOSED,LW   (DON'T USE),,2012/07/31 00:00:00+00,60000,60000,13120,"SITEMED NORTH AMERICA, LLC",3849,31-60,,,
3851,92200092,FIRE STATION 10 FIRE CONTROLS UPGRADE             ,22089,"WHITNEY COMMERCIAL REAL ESTATE, LLC",POSTED,GS   (GEN SERV),,2021/07/13 00:00:00+00,18190.73,18190.73,17365,JOHNSON CONTROLS SECURITY SOLUTIONS,3850,1-30,,,
3852,91900128,AVL BUNCOMBE FOOD POLICY COUNCIL                  ,12015,"ASHFORD, JOHN",CLOSED,GS   (GEN SERV),,2019/08/02 00:00:00+00,15000,15000,26385,BOUNTIFUL CITIES PROJECT INC,3851,Current,,,
3853,91700403,PLAYGROUND REPLACEMENT DESIGN SERVICES            ,238,"UNITED RENTALS(NORTH AMERICA),INC",CLOSED,PRO  (PRO SERVIC),,2020/06/24 00:00:00+00,190000,119009.93,27759,SURFACE 678 PA,3852,31-60,,,
3854,91800264,CARRIER PARK PAINT EXTERIOR WALL                  ,6432,ATLANTA BREAD COMPANY,CLOSED,GS   (GEN SERV),,2019/05/31 00:00:00+00,22500,21238,5260,"B ALLEN CONSTRUCTION, INC.",3853,1-30,,,
3855,91300287,HVAC SHILO CENTER                                 ,3317,J EDWARD CARRIERE,CLOSED,CON  (CONSTUCT/R),,2013/06/03 00:00:00+00,21874,21874,2152,R & W INC,3854,31-60,,,
3856,92000148,RADIO ADVERTISEMENT FOR FY 20                     ,20985,"PROFESSIONAL BUSINESS INTERIORS, INC",POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,20000,20000,20526,IHEARTMEDIA AND ENTERTAINMENT INC.,3855,Current,,,
3857,91800326,HR AND STRATEGIC CONSULTING SERVICES              ,4240,WESTERN WATERPROOFING COMPANY,CLOSED,GS   (GEN SERV),,2019/05/22 00:00:00+00,4999,30117,29023,"CRAFT HR SOLUTIONS, LLC",3856,90+,,,
3858,92100313,WCRM CODE PURPLE SHELTER.                         ,9059,CHARISMA ARTIST AGENCY,CLOSED,GS   (GEN SERV),SERVICE,2021/12/06 00:00:00+00,80000,100110,8741,WESTERN CAROLINA RESCUE MINIST,3857,1-30,,,
3859,91100547,FY11 HALON SYSTEM MAINTENANCE                     ,11130,"HERRICK, MARGARET C.",CLOSED,GS   (GEN SERV),,2012/06/28 00:00:00+00,1000,754,6364,GRANTS FIRE SERVICE,3858,Current,,,
3860,91100746,EMERGENCY CLEAN UP AT MCCORMICK FIELD             ,10459,HUTCHISON-BRIGGS & ASSOCIATES,CLOSED,GS   (GEN SERV),,2011/03/21 00:00:00+00,1337.21,1337.21,4368,FIRST RESTORATION SERVICES,3859,90+,,,
3861,91100535,APPRAISAL OF WC REID CTR 133 LIVINGSTON STREET    ,21051,"BROOKS NETWORK SERVICES, LLC",CLOSED,PRO  (PRO SERVIC),,2010/11/02 00:00:00+00,3000,3000,340,BENJAMIN T BEASLEY & ASSOCIATE,3860,31-60,,,
3862,91400232,ASHEVILLE GREENWORKS - OUTSIDE AGENCY FY  13-14   ,32731,"BLUE RIDGE PRINTING CO., INC.",CLOSED,GS   (GEN SERV),,2015/06/20 00:00:00+00,8000,8000,2142,ASHEVILLE GREENWORKS,3861,61-90,,,
3863,91900051,NCDOT BRIDGE NO. 217 OVER GRASSY BRANCH WL RELOC  ,8186,HIGHLAND MEDICAL ASSOCIATES,CLOSED,CON  (CONSTUCT/R),,2021/10/04 00:00:00+00,153680,131800,1881,NC DEPT OF TRANSPORTATION,3862,90+,,,
3864,91800063,MICHIGAN COALITION AGAINST HOMELESSN HMIS FY17-18 ,8204,FIRE & POLICE SELECTION INC,CLOSED,GS   (GEN SERV),SERVICE,2019/06/13 00:00:00+00,32121.82,31188.63,21673,MICHIGAN COALITION AGAINST HOMELESS,3863,Current,,,
3865,92000101,WNC NONPROFIT PATHWAYS 3 HOUR WORKSHOPS           ,4751,LAURA BLACKLEY,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,7500,7500,24419,COMMUNITY FOUNDATION O,3864,61-90,,,
3866,91200214,CHILD ABUSE PREVENTION SERVICES OUTSIDEAGENCY11-12,17372,"SURE-GEN OPERATIONS, LLC",CLOSED,GS   (GEN SERV),,2012/07/31 00:00:00+00,5000,5000,9203,"MOUNTAIN CHILD ADVOCACY CENTER, INC.",3865,31-60,,,
